Processed_Text,Encoded_Label
shall never forget flying henry kite windy day last easterand ever since particular kindness last september twelvemonth writing note twelve oclock night purpose assure wa scarlet fever cobham convinced could feeling heart better man existence,0
body deserve must miss taylor,1
young man said john knightley,1
ha occasionor ha ha yet replied emma,1
wa strong expectation coming soon marriage ended nothing heard mentioned lately,0
tell letter dear said father,1
wrote letter poor mr,1
weston congratulate proper handsome letter wa,1
shewed,1
thought well done indeed,1
whether wa idea know one tell,1
young uncle perhaps dear papa threeandtwenty,1
forget time pass,1
threeandtwentyis indeedwell could thought wa two year old lost poor mother well time doe fly indeedand memory bad,0
however wa exceeding good pretty letter gave mr,1
mr,1
weston great deal pleasure,1
remember wa written weymouth dated sept,1
thand began dear madam forget went wa signed f,0
c,1
weston churchill,1
remember perfectly,1
pleasing proper cried goodhearted mr,1
john knightley,1
doubt amiable young man,1
sad live home father something shocking child taken away parent natural home never could comprehend mr,0
weston could part,1
give one child really never could think well body proposed thing body else,0
nobody ever think well churchill fancy observed mr,1
john knightley coolly,1
need imagine mr,1
weston felt would feel giving henry john,1
mr,1
weston rather easy cheerfultempered man man strong feeling take thing find make enjoyment somehow depending suspect much upon called society comfort upon power eating drinking playing whist neighbour five time week upon family affection thing home affords,0
emma could like bordered reflection mr,1
weston half mind take struggled let pas,1
would keep peace possible wa something honourable valuable strong domestic habit allsufficiency home whence resulted brother disposition look common rate social intercourse wa important,0
high claim forbearance,1
chapter xii mr,1
knightley wa dine themrather inclination mr,1
woodhouse like one share isabella first day,1
emmas sense right however decided besides consideration wa due brother particular pleasure circumstance late disagreement mr,0
knightley procuring proper invitation,1
hoped might become friend,1
thought wa time make,1
makingup indeed would,1
certainly wrong would never,1
concession must question wa time appear forget ever quarrelled hoped might rather assist restoration friendship came room one child herthe youngest nice little girl eight month old wa making first visit hartfield happy danced aunt arm,0
assist though began grave look short question wa soon led talk usual way take child arm unceremoniousness perfect amity,0
emma felt friend conviction giving first great satisfaction little sauciness could help saying wa admiring baby comfort think alike nephew niece,0
men woman opinion sometimes different regard child observe never disagree,0
much guided nature estimate men woman little power fancy whim dealing child concerned might always think alike,0
sureour discordancies must always arise wrong,1
yes said smilingand reason good,1
wa sixteen year old born,1
material difference repliedand doubt much superior judgment period life doe lapse oneandtwenty year bring understanding good deal nearer yesa good deal nearer,0
still near enough give chance right think differently,1
still advantage sixteen year experience pretty young woman spoiled child,0
come dear emma let u friend say,1
tell aunt little emma ought set better example renewing old grievance wrong,0
thats true criedvery true,1
little emma grow better woman aunt,1
infinitely cleverer half conceited,1
mr,1
knightley word two done,1
far good intention went right must say effect side argument yet proved wrong,0
want know mr,1
martin bitterly disappointed,1
man wa short full answer,1
